"","treat","Annualinc","Annualexp","redeff","age","distance","weights"
"25498",0,1408800,1096289,312511,43,0.00886096596755737,1
"25504",0,565200,395730,169470,29,0.112092228699576,1
"25513",0,675600,552051,123549,21,0.166726111375833,1
"25518",1,825600,665903,159697,34,0.0512178501948405,1
"25528",0,742800,572987,169813,38,0.0432787857790631,1
"25550",0,926400,679193,247207,43,0.0209223194708367,1
"25559",0,1094400,800584,293816,34,0.0309528639277008,1
"25567",1,456000,330549,125451,43,0.0486711511021255,1
"25570",0,433200,355777,77423,20,0.252304839230395,1
"25573",0,1404000,1031963,372037,24,0.0383007092836862,1
"25582",0,547200,416854,130346,22,0.187519306913755,1
"25588",0,514800,381170,133630,22,0.196114292258264,1
"25612",0,381600,264381,117219,44,0.0512437049491441,1
"25620",0,866400,597393,269007,24,0.096217121042342,1
"25623",0,774000,594924,179076,44,0.0258087933253792,1
"25630",0,968400,674088,294312,28,0.0602778219218277,1
"25638",1,884400,660455,223945,41,0.0264939145874566,1
"25659",0,1424400,957954,466446,25,0.0330448781664185,1
"25663",0,364800,299357,65443,20,0.276536189661336,1
"25668",1,1012800,775134,237666,35,0.03364068558009,1
"25672",0,716400,550398,166002,50,0.0179616767067368,1
"25677",0,674400,504777,169623,48,0.0225245646207549,1
"25686",0,368400,256765,111635,28,0.164916467229411,1
"25695",0,489600,377243,112357,21,0.217783394725084,1
"25697",0,549600,428788,120812,21,0.199863487961808,1
"25705",1,1146000,844890,301110,42,0.0151762484945768,1
"25713",0,523200,433401,89799,24,0.172675231945215,1
"25719",0,1150800,863562,287238,22,0.0699990847183738,1
"25722",0,508800,396684,112116,24,0.175013276847378,1
"25729",0,541200,416026,125174,24,0.166240319502539,1
"25737",1,814800,609391,205409,50,0.0149261515369716,1
"25749",0,505200,338823,166377,23,0.184445049225452,1
"25752",1,940800,710916,229884,50,0.0118889854424739,1
"25753",0,386400,309465,76935,32,0.123739187286748,1
"25754",0,499200,366013,133187,25,0.164987060876174,1
"25757",0,472800,369381,103419,22,0.209978617246252,1
"25758",1,728400,516840,211560,44,0.0275443958001867,1
"25760",0,1082400,796724,285676,46,0.0124576790370662,1
"25778",0,580800,431312,149488,22,0.17759046660573,1
"25785",0,417600,306490,111110,22,0.225932434757718,1
"25788",0,418800,312192,106608,23,0.212292176249503,1
"25790",0,878400,637297,241103,36,0.0390477426723019,1
"25792",0,451200,345833,105367,23,0.203034741901283,1
"25803",1,1251600,820783,430817,27,0.0384894945675863,1
"25804",1,405600,335836,69764,29,0.148057186701418,1
"25811",0,662400,503969,158431,52,0.0169127947945164,1
"25819",1,901200,785769,115431,44,0.0212851115848548,1
"25824",0,681600,491054,190546,20,0.172651621932979,1
"25835",0,685200,499891,185309,20,0.172051494690331,1
"25837",1,999600,690627,308973,45,0.0154024160826055,1
"25839",1,363600,290051,73549,35,0.103910258040148,1
"25841",1,1280400,1023973,256427,34,0.0228711532540093,1
"25844",0,367200,284941,82259,37,0.0892195807378898,1
"25851",0,609600,461201,148399,20,0.194051758273276,1
"25855",0,1348800,1091123,257677,38,0.0148782945255275,1
"25863",0,1075200,754134,321066,52,0.00775891622924983,1
"25869",1,1328400,1020003,308397,38,0.0151057060165319,1
"25870",0,369600,287565,82035,23,0.228799075868436,1
"25884",0,836400,587272,249128,55,0.00954449443321179,1
"25886",0,493200,377249,115951,20,0.230243628081193,1
"25903",0,1080000,765482,314518,31,0.0395973824278841,1
"25905",1,1402800,997405,405395,28,0.0278606214943935,1
"25910",0,541200,408628,132572,23,0.177112517494387,1
"25934",0,362400,278440,83960,22,0.245303772245701,1
"25939",0,1113600,789259,324341,32,0.0345280970521183,1
"25943",1,424800,328673,96127,43,0.0518407200888621,1
"25945",0,687600,454981,232619,20,0.168774545680388,1
"25953",0,452400,313652,138748,25,0.176271965725642,1
"25955",1,927600,701394,226206,49,0.0131754618573965,1
"25958",0,526800,405199,121601,47,0.0318900214086928,1
"25962",1,852000,659779,192221,42,0.0262384430999728,1
"25966",0,529200,422300,106900,24,0.17020766326009,1
"25980",0,450000,343126,106874,22,0.216447135602654,1
"25981",0,360000,253618,106382,27,0.178605437264343,1
"25989",1,1042800,792212,250588,31,0.0431993159299398,1
"26004",1,625200,439765,185435,45,0.0307040856411834,1
"26010",0,1016400,702072,314328,56,0.00628570108916164,1
"26018",0,1134000,891045,242955,23,0.0679286926379507,1
"26028",0,1137600,859817,277783,56,0.00516398557071684,1
"26047",0,747600,556585,191015,48,0.0197007684422388,1
"26053",1,1198800,859479,339321,47,0.00921389439214937,1
"26072",0,486000,354781,131219,25,0.16830847673477,1
"26074",0,979200,682996,296204,34,0.0375805503030924,1
"26077",0,1426800,1046688,380112,41,0.00978605273001583,1
"26093",1,508800,394084,114716,26,0.153107217185792,1
"26097",0,1358400,1174123,184277,26,0.0381652128406206,1
"26098",0,392400,288159,104241,26,0.182084218402792,1
"26150",0,402000,301005,100995,43,0.0537404372420919,1
"26151",0,795600,628204,167396,25,0.103900031538253,1
"26163",0,577200,448071,129129,22,0.179714173121879,1
"26175",0,1309200,999943,309257,26,0.039511812055101,1
"26183",0,529200,406857,122343,23,0.180804500970625,1
"26185",0,1328400,1014951,313449,39,0.0139403172229212,1
"26186",0,1236000,1031801,204199,49,0.00778565080555427,1
"26192",0,651600,527773,123827,21,0.172634330047668,1
"26195",0,589200,462723,126477,23,0.165523637917565,1
"26197",0,1438800,1101300,337500,24,0.0366023318929457,1
"26206",1,1390800,1040729,350071,36,0.0156021724442936,1
"26211",0,465600,369076,96524,25,0.175374617347976,1
"26228",0,553200,413305,139895,40,0.0516350142024742,1
"26239",0,417600,323544,94056,26,0.176192761059519,1
"26243",0,390000,307741,82259,30,0.140995853640301,1
"26245",1,1356000,1066212,289788,25,0.0397116920714858,1
"26252",0,1422000,1048248,373752,50,0.00486411170559816,1
"26265",1,399600,306911,92689,30,0.138471133522715,1
"26272",0,463200,351067,112133,24,0.18684891608497,1
"26281",0,1159200,871816,287384,41,0.0161284610265754,1
"26283",1,897600,550665,346935,45,0.0180885787227244,1
"26284",0,370800,278505,92295,56,0.0209803716654939,1
"26303",0,470400,324586,145814,22,0.207863341748695,1
"26316",1,1185600,946377,239223,47,0.00980984012771508,1
"26319",1,499200,364427,134773,40,0.0565791590354195,1
"26323",0,770400,607083,163317,47,0.0207022113387086,1
"26326",0,489600,369700,119900,52,0.0231031809208029,1
"26331",0,414000,329796,84204,23,0.215215746576653,1
"26336",0,364800,271602,93198,25,0.202610265145465,1
"26355",1,1214400,1009298,205102,25,0.0519795923281219,1
"26363",1,730800,515158,215642,32,0.068081287779807,1
"26399",1,542400,420221,122179,32,0.095439070252823,1
"26400",0,800400,622942,177458,41,0.0311236898323651,1
"26411",1,1434000,1066669,367331,47,0.00605309582649886,1
"26423",0,476400,336237,140163,21,0.219830319554975,1
"26430",1,904800,690884,213916,48,0.0148936409282015,1
"26436",1,630000,473332,156668,25,0.134682953422031,1
"26451",0,366000,274302,91698,27,0.177928206160509,1
"26458",0,417600,315508,102092,20,0.255608747034872,1
"26461",0,572400,433312,139088,23,0.168918267480964,1
"26463",0,372000,277388,94612,24,0.21352653995895,1
"26468",0,1023600,766747,256853,27,0.0601506064913403,1
"26471",1,918000,726561,191439,46,0.0171739153366142,1
"26472",1,1273200,905435,367765,34,0.0221659540059436,1
"26480",1,513600,375859,137741,49,0.0277794626923585,1
"26482",1,732000,514113,217887,47,0.0216428082455601,1
"26484",0,369600,292408,77192,27,0.177856620716234,1
"26502",1,892800,644866,247934,44,0.0204991587467669,1
"26503",1,541200,397164,144036,42,0.045214774894186,1
"26509",0,451200,361819,89381,24,0.191473194814355,1
"26526",0,666000,489888,176112,41,0.039085053149249,1
"26527",1,1286400,933387,353013,49,0.00672183943805617,1
"26529",0,1299600,1036760,262840,33,0.0238574797863916,1
"26551",1,1026000,733163,292837,27,0.0591055782659973,1
"26555",0,457200,346627,110573,25,0.176692039851241,1
"26561",0,394800,273882,120918,22,0.232292915891192,1
"26581",0,709200,520231,188969,20,0.165940498449111,1
"26583",1,439200,318074,121126,31,0.12043905403433,1
"26591",0,456000,355617,100383,21,0.228825023616781,1
"26594",0,1196400,860323,336077,41,0.0148379546829827,1
"26598",1,693600,558366,135234,44,0.0301066675997996,1
"26601",1,504000,406739,97261,28,0.135414222537371,1
"26606",0,523200,360405,162795,59,0.0124121273384981,1
"26608",0,1083600,820450,263150,53,0.0072314656780194,1
"26615",1,819600,643919,175681,27,0.0863622504773236,1
"26617",1,1012800,773267,239533,50,0.0104545975918699,1
"26619",0,530400,389846,140554,21,0.204008700561746,1
"26633",0,364800,266974,97826,24,0.215434725998054,1
"26644",0,1114800,779217,335583,34,0.0294164781515539,1
"26664",0,868800,697325,171475,28,0.0742722008837163,1
"26675",1,1261200,827060,434140,36,0.0188675050437342,1
"26698",0,465600,313024,152576,43,0.047404519492599,1
"26702",0,572400,364082,208318,20,0.200567882660355,1
"26705",0,633600,448159,185441,20,0.185306344002534,1
"26711",1,1248000,907837,340163,32,0.0273137441087428,1
"26723",1,1384800,1124018,260782,31,0.0241016811865352,1
"26732",0,556800,392765,164035,21,0.195116805502664,1
"26737",0,1280400,982770,297630,44,0.0102954461977314,1
"26738",0,1178400,954670,223730,30,0.0375019500715825,1
"26740",1,406800,327944,78856,34,0.104061617502603,1
"26753",0,742800,564749,178051,22,0.138470214863316,1
"26760",0,453600,327169,126431,25,0.176684362491704,1
"26765",1,448800,350205,98595,37,0.0777925445305452,1
"26774",0,606000,478529,127471,20,0.19636133457475,1
"26778",0,660000,538199,121801,20,0.182197076274012,1
"26779",0,523200,396337,126863,21,0.206964728946466,1
"26814",0,374400,307591,66809,27,0.17723665418433,1
"26820",0,1396800,982450,414350,27,0.0302976124383825,1
"26840",0,1398000,906053,491947,26,0.0316853779867592,1
"26842",0,1040400,797534,242866,23,0.079079599532994,1
"26847",1,1101600,863954,237646,50,0.00896845157118376,1
"26849",1,459600,355037,104563,46,0.0388271614766417,1
"26853",1,458400,343020,115380,41,0.0565695559695154,1
"26866",0,402000,287558,114442,30,0.136935854260613,1
"26890",0,463200,354045,109155,29,0.133930906328116,1
"26892",0,550800,388255,162545,57,0.0138440123224982,1
"26898",1,508800,368003,140797,37,0.0694753263512505,1
"26900",0,480000,378016,101984,23,0.195204957650646,1
"26902",0,484800,343324,141476,20,0.231038594146159,1
"26906",1,913200,707357,205843,31,0.0545392314344369,1
"26908",1,504000,388771,115229,28,0.134572707262774,1
"26916",0,1224000,880337,343663,31,0.0306919734996906,1
"26921",0,403200,293972,109228,25,0.190962343125299,1
"26929",1,531600,416655,114945,49,0.0271809846549305,1
"26931",0,608400,444053,164347,20,0.19338109134262,1
"26936",1,506400,346587,159813,48,0.0301171793547919,1
"26948",1,1008000,822810,185190,27,0.0633999807852099,1
"26949",1,1134000,876765,257235,38,0.0215344055861409,1
"26961",0,884400,626275,258125,44,0.0207136938275957,1
"26969",0,790800,598335,192465,32,0.0622471734490669,1
"26989",0,1221600,922443,299157,28,0.039460510458671,1
"26991",1,366000,298148,67852,42,0.06223750535676,1
"27006",0,446400,324487,121913,23,0.203321914371084,1
"27023",0,996000,792710,203290,21,0.0995383178872989,1
"27040",0,410400,316079,94321,24,0.202464510701087,1
"27049",1,598800,437047,161753,44,0.0349933574007247,1
"27054",0,1246800,931477,315323,41,0.0137130488153232,1
"27080",1,728400,513590,214810,39,0.0403835811327452,1
"27091",0,570000,435432,134568,21,0.193346880245291,1
"27092",0,505200,375984,129216,22,0.199061718006912,1
"27109",0,487200,374517,112683,23,0.192562661653467,1
"27113",1,1405200,1060559,344641,25,0.0357847884231823,1
"27118",1,884400,631643,252757,33,0.0483378428216313,1
"27120",0,386400,288807,97593,20,0.266500872358598,1
"27142",1,982800,743215,239585,45,0.0162953932785383,1
"27148",0,604800,453983,150817,21,0.183038113359866,1
"27153",1,1432800,1114490,318310,46,0.00669347343974021,1
"27167",1,848400,678688,169712,26,0.0888703863427549,1
"27173",1,518400,395294,123106,30,0.114214590771821,1
"27181",0,742800,560160,182640,44,0.0271816223666777,1
"27189",0,446400,314389,132011,22,0.215807690766657,1
"27190",0,550800,409996,140804,21,0.198249885880462,1
"27193",1,1288800,936568,352232,32,0.0253574597326826,1
"27194",1,752400,553292,199108,25,0.109910935195008,1
"27201",0,414000,344051,69949,25,0.190473282337346,1
"27218",1,740400,573604,166796,30,0.0790820681809113,1
"27220",0,654000,496312,157688,40,0.0433435104102275,1
"27224",0,1352400,970053,382347,33,0.0207965254893036,1
"27226",1,871200,676948,194252,26,0.0849204123834728,1
"27227",0,619200,450165,169035,21,0.178222758142254,1
"27232",0,670800,511326,159474,52,0.0166629645342937,1
"27233",0,462000,333118,128882,20,0.239129676856093,1
"27256",0,1273200,878040,395160,21,0.0592449654946994,1
"27274",0,919200,762509,156691,32,0.0510284983885954,1
"27298",0,406800,306889,99911,33,0.110869568596548,1
"27301",0,1008000,749283,258717,44,0.0167440602989826,1
"27303",0,1432800,1056191,376609,47,0.00604336474330358,1
"27310",0,424800,310365,114435,26,0.173195584426934,1
"27313",0,518400,379702,138698,24,0.171080744018808,1
"27315",1,926400,658836,267564,49,0.0129884471505246,1
"27321",0,1257600,905178,352422,48,0.00764895621035335,1
"27328",0,1237200,875535,361665,25,0.0471435513228981,1
"27331",0,931200,758967,172233,22,0.103788962312089,1
"27364",0,468000,377875,90125,22,0.212267336132936,1
"27366",1,564000,444866,119134,28,0.122624214561934,1
"27368",1,711600,504866,206734,35,0.0563772276091234,1
"27369",0,930000,719219,210781,27,0.0713328717237289,1
"27376",1,522000,390600,131400,28,0.130205570377516,1
"27388",0,1033200,780278,252922,23,0.0797068431810686,1
"27389",0,522000,386186,135814,21,0.206720683051482,1
"27396",1,444000,363655,80345,43,0.0505146356173705,1
"27404",0,381600,327679,53921,23,0.2270833766989,1
"27416",1,790800,615423,175377,34,0.0539413606183491,1
"27429",0,466800,340887,125913,37,0.0747981280652485,1
"27442",1,1281600,942289,339311,35,0.0204415673513188,1
"27453",0,511200,406668,104532,27,0.143072748800289,1
"27457",1,514800,403525,111275,36,0.0748821826086534,1
"27475",0,570000,441672,128328,21,0.193737517032472,1
"27480",1,715200,512173,203027,45,0.0261624607431824,1
"27483",0,991200,769142,222058,27,0.0642753817092958,1
"27504",1,876000,628145,247855,29,0.0662646281789612,1
"27505",1,529200,412080,117120,38,0.0629458019942166,1
"27520",0,392400,309946,82454,23,0.221797732278543,1
"27527",1,1436400,1125729,310671,50,0.00486445212959883,1
"27528",0,861600,565598,296002,43,0.0229363412851617,1
"27536",1,1126800,816472,310328,49,0.00902318431677107,1
"27548",0,1150800,933473,217327,25,0.0574867997434713,1
"27552",0,391200,263030,128170,25,0.193045512812858,1
"27554",1,1279200,991083,288117,37,0.0179213104847273,1
"27559",0,456000,332554,123446,26,0.16500826259551,1
"27562",0,566400,387489,178911,21,0.191563095139127,1
"27568",0,400800,304422,96378,30,0.138044352880644,1
"27569",0,1272000,1006921,265079,31,0.029165669733334,1
"27578",0,373200,277425,95775,20,0.271190268847899,1
"27594",0,487200,377504,109696,29,0.129103582296053,1
"27610",0,594000,395594,198406,22,0.171432871654064,1
"27616",0,549600,424405,125195,33,0.0876853504916689,1
"27632",0,506400,370208,136192,37,0.0698676007534433,1
"27638",0,378000,251729,126271,20,0.267129893857408,1
"27643",1,657600,460463,197137,48,0.0229332588671087,1
"27645",1,823200,572425,250775,37,0.0395533987953624,1
"27658",0,730800,545654,185146,36,0.0510724789971874,1
"27661",1,829200,685746,143454,40,0.0324349502317983,1
"27684",0,409200,289117,120083,21,0.242162363831845,1
"27689",0,650400,466757,183643,20,0.181010546812961,1
"27698",0,582000,433072,148928,20,0.201692620447347,1
"27700",0,782400,620575,161825,57,0.00927183385351884,1
"27707",1,1039200,804713,234487,35,0.0322086993782175,1
"27709",0,465600,334177,131423,21,0.223701010991136,1
"27712",0,402000,265873,136127,20,0.25822074866743,1
"27714",1,1262400,1006887,255513,37,0.0186850664548245,1
"27724",0,501600,359161,142439,59,0.0129889562772834,1
"27727",0,668400,506949,161451,31,0.0827137605315046,1
"27740",0,933600,700359,233241,43,0.0207791300943368,1
"27741",0,386400,282592,103808,21,0.250793396871682,1
"27744",0,662400,527319,135081,20,0.180781187316184,1
"27756",0,420000,300182,119818,55,0.0206178872327106,1
"27776",0,818400,646622,171778,23,0.115327586599415,1
"27785",0,723600,530691,192909,32,0.0694731668818137,1
"27796",0,484800,378730,106070,22,0.206337888617839,1
"27803",0,700800,510674,190126,22,0.146876868523044,1
"27810",0,648000,488960,159040,31,0.0855420220920134,1
"27818",1,1309200,971057,338143,26,0.03907446914991,1
"27821",1,667200,485654,181546,38,0.0488881481729603,1
"27822",0,1150800,848436,302364,21,0.0749292111733231,1
"27824",0,531600,405373,126227,21,0.204601045743192,1
"27827",0,805200,607131,198069,51,0.0140735942155287,1
"27828",0,543600,397982,145618,22,0.187547076354328,1
"27831",0,471600,366201,105399,24,0.185030000317007,1
"27836",0,579600,485552,94048,46,0.0318278355388014,1
"27842",1,525600,428025,97575,35,0.0795857131550826,1
"27857",0,1057200,836084,221116,49,0.0105485050808811,1
"27868",0,549600,415366,134234,23,0.174881490448702,1
"27876",0,652800,516564,136236,20,0.183216293963396,1
"27877",0,399600,311186,88414,27,0.169665332761609,1
"27882",1,771600,612466,159134,27,0.0937956732003378,1
"27901",0,442800,354616,88184,22,0.219877413535853,1
"27907",1,627600,462707,164893,48,0.0244476110843275,1
"27909",0,469200,397035,72165,20,0.240978206147284,1
"27911",0,1160400,880056,280344,22,0.0690896202985693,1
"27917",0,986400,784470,201930,21,0.101105666134794,1
"27921",0,836400,610467,225933,24,0.102463905260578,1
"27938",0,578400,415578,162822,20,0.201810981927272,1
"27944",0,504000,374673,129327,23,0.187010310534656,1
"27963",0,393600,283773,109827,27,0.169936592837962,1
"27966",0,642000,459076,182924,37,0.0549376096576645,1
"27976",1,576000,403756,172244,37,0.0615066354047292,1
"27986",0,1135200,855292,279908,34,0.0290359386993764,1
"27992",0,1423200,1098671,324529,34,0.0174252493776163,1
"28011",0,476400,331940,144460,23,0.193524983722945,1
"28054",0,919200,698948,220252,36,0.0367468990661111,1
"28060",1,405600,282084,123516,48,0.0362319282987629,1
"28068",1,786000,582675,203325,33,0.0579890536478185,1
"28070",0,1258800,1006851,251949,36,0.0203525187607342,1
"28071",0,366000,258956,107044,25,0.201376202458277,1
"28091",1,583200,407308,175892,43,0.0385728117098725,1
"28093",1,464400,362160,102240,32,0.108679509295516,1
"28111",0,546000,382663,163337,20,0.211075877916755,1
"28113",0,621600,497097,124503,20,0.192268700993378,1
"28123",0,378000,305253,72747,26,0.187790975950586,1
"28125",1,924000,662488,261512,30,0.0565424965000155,1
"28127",1,873600,667912,205688,39,0.031711323985468,1
"28140",1,1437600,1118188,319412,37,0.0134695163269572,1
"28144",0,594000,411801,182199,22,0.172358172170384,1
"28147",0,1131600,911649,219951,56,0.00534007410237317,1
"28151",1,637200,441501,195699,35,0.0639912118882165,1
"28170",0,1316400,934045,382355,43,0.0101175148192153,1
"28190",1,726000,622993,103007,42,0.03365385712035,1
"28192",1,1178400,878908,299492,35,0.0247771477121142,1
"28195",0,566400,418569,147831,21,0.193501023444403,1
"28199",1,997200,662660,334540,27,0.0610097482529148,1
"28201",1,1382400,1106246,276154,30,0.0259929429229773,1
"28203",0,906000,684145,221855,42,0.0236504210388391,1
"28208",1,1137600,894542,243058,29,0.0430264025569116,1
"28213",0,432000,346073,85927,32,0.114965965357882,1
"28230",1,1322400,942749,379651,32,0.0236867987567063,1
"28232",1,1189200,859797,329403,43,0.0128787627034978,1
"28244",0,484800,385802,98998,21,0.220137955339202,1
"28278",0,522000,365509,156491,22,0.192702655809743,1
"28295",1,752400,583149,169251,48,0.0197069308622409,1
"28297",1,693600,480877,212723,48,0.0214301461527746,1
"28302",1,619200,458249,160951,33,0.0773779943317623,1
"28308",0,1086000,742823,343177,29,0.045143734165006,1
"28311",0,631200,426699,204501,45,0.0301682133849119,1
"28322",0,387600,263168,124432,26,0.182130668324108,1
"28323",0,1050000,747530,302470,49,0.0103416436678785,1
"28325",0,426000,340897,85103,24,0.198674838191467,1
"28329",0,368400,264097,104303,28,0.165321859624585,1
"28355",0,492000,419315,72685,24,0.181643037339668,1
"28357",0,399600,323662,75938,27,0.170371439827655,1
"28363",0,615600,506839,108761,21,0.182731043838281,1
"28371",0,595200,465207,129993,20,0.199203155762149,1
"28372",1,1134000,787892,346108,38,0.0207960084749919,1
"28380",0,513600,385628,127972,46,0.0351266609580314,1
"28382",0,543600,403684,139916,21,0.200319701016856,1
"28385",0,591600,453172,138428,20,0.19967007695631,1
"28392",1,1094400,704312,390088,40,0.0187226205885572,1
"28397",1,1035600,779562,256038,35,0.032135958800001,1
"28402",0,487200,331534,155666,20,0.229285089696497,1
"28403",0,448800,310974,137826,21,0.228401337746546,1
"28435",0,1387200,1056468,330732,28,0.029454650722454,1
"28443",0,696000,570875,125125,57,0.0109288733034302,1
"28449",1,848400,654508,193892,41,0.0285021429375656,1
"28456",0,582000,430197,151803,37,0.0613731922223603,1
"28458",0,417600,299651,117949,23,0.211883411396493,1
"28463",0,699600,551498,148102,20,0.170588191950983,1
"28468",0,524400,350129,174271,22,0.190945235941879,1
"28477",0,420000,347362,72638,27,0.165561497139267,1
"28490",1,1303200,987836,315364,47,0.00775912372149486,1
"28491",1,915600,657657,257943,38,0.0312508441758295,1
"28492",1,648000,458251,189749,43,0.0343909719902677,1
"28511",0,403200,300583,102617,25,0.191372330746761,1
"28548",0,926400,648320,278080,21,0.108088587786029,1
"28564",0,594000,376233,217767,43,0.0372698282891605,1
"28571",0,768000,606196,161804,39,0.0385593660539414,1
"28579",0,548400,453861,94539,37,0.0662602954938769,1
"28581",0,402000,290836,111164,20,0.260143144852283,1
"28582",0,429600,326641,102959,31,0.123016203356792,1
"28592",0,410400,305819,104581,20,0.25782538176661,1
"28620",0,988800,716506,272294,42,0.0201194505146213,1
"28655",0,656400,524162,132238,20,0.182513392699188,1
"28659",0,477600,368105,109495,22,0.208184888645661,1
"28663",0,1393200,1114863,278337,34,0.0186851091710042,1
"28675",1,625200,468906,156294,42,0.0390846977760443,1
"28707",1,1291200,949346,341854,28,0.0345140302970288,1
"28713",1,1221600,967457,254143,37,0.0200527249867406,1
"28741",1,469200,356661,112539,40,0.0599517473370898,1
"28745",0,376800,274768,102032,27,0.174579168475796,1
"28754",1,1114800,865335,249465,39,0.0206530954168491,1
"28755",0,1198800,896739,302061,20,0.0746154384695962,1
"28763",0,1044000,797283,246717,53,0.00779782733763827,1
"28768",0,522000,380650,141350,20,0.219671189926227,1
"28791",0,1074000,855564,218436,24,0.0702121875769036,1
"28793",1,1185600,914605,270995,50,0.00764836778983802,1
"28797",0,936000,726541,209459,36,0.0358684815059197,1
"28801",0,444000,357704,86296,23,0.206333449097918,1
"28805",1,924000,714744,209256,30,0.0576710032382155,1
"28821",1,458400,357775,100625,50,0.02866131156315,1
"28822",1,775200,605161,170039,50,0.0162060398633683,1
"28828",0,673200,449026,224174,20,0.172827403916002,1
"28857",0,550800,433069,117731,36,0.0704583377529024,1
"28876",0,454800,334561,120239,21,0.22779235301252,1
"28890",1,1308000,992331,315669,39,0.0144276034655836,1
"28898",0,498000,394564,103436,27,0.145986542788461,1
"28909",0,679200,546197,133003,21,0.165327739691999,1
"28917",0,543600,413812,129788,20,0.214031824443336,1
"28922",1,1326000,1021492,304508,26,0.0384801551960277,1
"28933",1,748800,597110,151690,40,0.0370411697918343,1
"28938",0,770400,597778,172622,38,0.0412755251465184,1
"28941",1,1160400,917069,243331,31,0.035540100517028,1
"28948",1,1245600,1021498,224102,42,0.0131726326787021,1
"28955",1,910800,648842,261958,46,0.0169114353478167,1
"28964",1,966000,694808,271192,46,0.0153204368185863,1
"28965",0,1278000,940353,337647,38,0.0162882714298406,1
"28966",1,982800,775140,207660,28,0.060819578831218,1
"28972",0,549600,404961,144639,22,0.186009943386335,1
"28986",1,1026000,725718,300282,26,0.0635036658694975,1
"29007",0,621600,477943,143657,26,0.127897248273661,1
"29029",0,542400,375265,167135,42,0.0447265828314932,1
"29039",0,429600,320052,109548,20,0.251066101438762,1
"29044",0,652800,495817,156983,21,0.170445693894742,1
"29067",0,835200,613895,221305,39,0.0336393855191436,1
"29068",1,1405200,1104089,301111,37,0.0143485065300577,1
"29081",0,474000,342690,131310,23,0.195008737654539,1
"29084",0,643200,481312,161888,20,0.184195763786644,1
"29087",0,1400400,962686,437714,30,0.0236622001875682,1
"29089",0,1046400,774573,271827,31,0.0425906401789607,1
"29100",0,696000,554315,141685,51,0.0173725662007924,1
"29103",0,6e+05,478142,121858,56,0.0139751262143777,1
"29112",0,783600,571940,211660,40,0.0341249236446783,1
"29116",0,412800,332146,80654,27,0.16686420828323,1
"29124",0,388800,294790,94010,23,0.222086575506356,1
"29133",1,973200,746808,226392,48,0.0131686167930313,1
"29154",0,556800,435890,120910,23,0.173834762275984,1
"29190",0,427200,325678,101522,20,0.252464648831608,1
"29193",1,1099200,924001,175199,45,0.0136730177833979,1
"29195",0,999600,787324,212276,33,0.0404809381105629,1
"29213",0,436800,328622,108178,22,0.220305407149484,1
"29232",1,1081200,718474,362726,27,0.0525378772829501,1
"29236",0,672000,480694,191306,54,0.0140425600786538,1
"29241",0,427200,332905,94295,25,0.185453060797133,1
"29263",0,661200,514058,147142,21,0.168928197479065,1
"29268",0,403200,308033,95167,25,0.191835154600807,1
"29272",0,1320000,1014658,305342,47,0.00756587883270527,1
"29279",0,382800,278812,103988,22,0.237290220253554,1
"29288",1,1159200,821733,337467,44,0.0125014762703077,1
"29292",0,447600,319200,128400,25,0.178103167391872,1
"29314",0,588000,483493,104507,48,0.0267822468947133,1
"29328",0,972000,745953,226047,35,0.0362059649409031,1
"29337",1,678000,539991,138009,38,0.0488202670118897,1
"29339",0,892800,666706,226094,40,0.0281918669805418,1
"29350",0,409200,294089,115111,20,0.257419761116453,1
"29365",1,673200,532126,141074,33,0.0714147176081383,1
"29370",1,1426800,1085716,341084,45,0.00725283002604615,1
"29383",1,1281600,904455,377145,35,0.0201399190103564,1
"29398",0,555600,435972,119628,21,0.198263111091144,1
"29403",0,374400,305154,69246,24,0.21453060643654,1
"29407",0,1440000,1008214,431786,21,0.0442795713446242,1
"29409",0,544800,421519,123281,22,0.188594048525212,1
"29425",0,556800,426388,130412,20,0.210125423290599,1
"29429",0,883200,631227,251973,38,0.0330924773086664,1
"29434",0,1206000,845683,360317,33,0.0269458487711149,1
"29454",0,516000,403650,112350,55,0.0175332216118951,1
"29458",0,592800,440975,151825,20,0.198478112750197,1
"29462",0,372000,290737,81263,20,0.272759053946933,1
"29474",0,618000,450635,167365,21,0.178629153132186,1
"29475",1,1263600,909726,353874,48,0.0075651988623823,1
"29476",1,1240800,924769,316031,32,0.0279123270915714,1
"29498",0,436800,327457,109343,20,0.248716878311016,1
"29503",0,1052400,702872,349528,55,0.00629977138358431,1
"29523",1,1034400,845044,189356,29,0.0521730205011227,1
"29551",0,553200,399597,153603,28,0.123173733221601,1
"29556",1,738000,517798,220202,31,0.0723228580010461,1
"29569",1,939600,658909,280691,26,0.0736581130196247,1
"29571",0,393600,285416,108184,23,0.219661009057568,1
"29576",1,709200,512320,196880,32,0.0710168919742636,1
"29603",1,1060800,772309,288491,47,0.0119428291105237,1
"29617",1,427200,355724,71476,43,0.0521207208729599,1
"29639",0,360000,271071,88929,26,0.191641266416283,1
"29652",1,478800,351557,127243,34,0.0912516929716763,1
"29664",0,562800,435048,127752,45,0.0349012513103913,1
"29672",1,1147200,931682,215518,40,0.0183137980332114,1
"29675",1,724800,562533,162267,40,0.0384136122222448,1
"29687",1,1375200,1193000,182200,29,0.0294876795276154,1
